kgcid,groupname,country,year,relative_size,size,religion_1,religion_2
140,Aboriginals,Australia,1977,0.04,281851,Traditional,
140,Aboriginals,Australia,1978,0.04,284988,Traditional,
140,Aboriginals,Australia,1979,0.04,288260,Traditional,
140,Aboriginals,Australia,1980,0.03,291768,Traditional,
140,Aboriginals,Australia,1981,0.03,295545,Traditional,
140,Aboriginals,Australia,1982,0.03,299584,Traditional,
140,Aboriginals,Australia,1983,0.03,303893,Traditional,
140,Aboriginals,Australia,1984,0.03,308463,Traditional,
140,Aboriginals,Australia,1985,0.03,313273,Traditional,
140,Aboriginals,Australia,1986,0.03,318352,Traditional,
140,Aboriginals,Australia,1987,0.03,323663,Traditional,
140,Aboriginals,Australia,1988,0.03,329045,Traditional,
140,Aboriginals,Australia,1989,0.03,334280,Traditional,
140,Aboriginals,Australia,1990,0.03,339212,Traditional,
140,Aboriginals,Australia,1991,0.03,343785,Traditional,
140,Aboriginals,Australia,1992,0.03,348044,Traditional,
140,Aboriginals,Australia,1993,0.03,352064,Traditional,
140,Aboriginals,Australia,1994,0.03,355971,Traditional,
140,Aboriginals,Australia,1995,0.03,359862,Traditional,
140,Aboriginals,Australia,1996,0.03,363785,Traditional,
140,Aboriginals,Australia,1997,0.03,367744,Traditional,
140,Aboriginals,Australia,1998,0.03,371741,Traditional,
140,Aboriginals,Australia,1999,0.03,375764,Traditional,
140,Aboriginals,Australia,2000,0.03,379829,Traditional,
140,Aboriginals,Australia,2001,0.03,383894,Traditional,
140,Aboriginals,Australia,2002,0.03,388027,Traditional,
140,Aboriginals,Australia,2003,0.03,392483,Traditional,
140,Aboriginals,Australia,2004,0.03,397593,Traditional,
140,Aboriginals,Australia,2005,0.03,403571,Traditional,
140,Aboriginals,Australia,2006,0.02,410526,Traditional,
140,Aboriginals,Australia,2007,0.02,418327,Traditional,
140,Aboriginals,Australia,2008,0.02,426646,Traditional,
140,Aboriginals,Australia,2009,0.02,435017,Traditional,
140,Aboriginals,Australia,2010,0.02,443094,Traditional,
140,Aboriginals,Australia,2011,0.02,450760,Traditional,
140,Aboriginals,Australia,2012,0.02,458079,Traditional,
140,Aboriginals,Australia,2013,0.02,465098,Traditional,
140,Aboriginals,Australia,2014,0.02,471929,Traditional,
140,Aboriginals,Australia,2015,0.02,478650,Traditional,
140,Aboriginals,Australia,2016,0.02,485254,Traditional,
140,Aboriginals,Australia,2017,0.02,491692,Traditional,
140,Aboriginals,Australia,2018,0.02,497963,Traditional,
140,Aboriginals,Australia,2019,0.02,504064,Traditional,
140,Aboriginals,Australia,2020,0.02,509998,Traditional,
141,Lhotshampas,Bhutan,1985,0.49,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1986,0.48,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1987,0.46,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1988,0.45,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1989,0.44,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1990,0.43,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1991,0.43,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1992,0.43,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1993,0.43,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1994,0.43,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1995,0.43,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1996,0.42,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1997,0.42,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1998,0.41,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,1999,0.4,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2000,0.39,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2001,0.38,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2002,0.37,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2003,0.37,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2004,0.35,225895,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2005,0.35,229214,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2006,0.35,232472,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2007,0.34,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2008,0.34,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2009,0.34,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2010,0.33,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2011,0.33,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2012,0.33,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2013,0.32,229194,Hinduism,Buddhist
141,Lhotshampas,Bhutan,2014,0.32,229194,Hinduism,Buddhist
201,Croats,Bosnia,1992,,,Catholic,
201,Croats,Bosnia,1993,,,Catholic,
201,Croats,Bosnia,1994,,,Catholic,
201,Croats,Bosnia,1995,,,Catholic,
201,Croats,Bosnia,1996,,,Catholic,
201,Croats,Bosnia,1997,,,Catholic,
201,Croats,Bosnia,1998,,,Catholic,
201,Croats,Bosnia,1999,,,Catholic,
201,Croats,Bosnia,2000,,,Catholic,
201,Croats,Bosnia,2001,,,Catholic,
201,Croats,Bosnia,2002,,,Catholic,
201,Croats,Bosnia,2003,,,Catholic,
201,Croats,Bosnia,2004,,,Catholic,
201,Croats,Bosnia,2005,,,Catholic,
201,Croats,Bosnia,2006,,,Catholic,
201,Croats,Bosnia,2007,,,Catholic,
201,Croats,Bosnia,2008,,,Catholic,
201,Croats,Bosnia,2009,,,Catholic,
201,Croats,Bosnia,2010,,,Catholic,
201,Croats,Bosnia,2011,,,Catholic,
201,Croats,Bosnia,2012,,,Catholic,
201,Croats,Bosnia,2013,,,Catholic,
201,Croats,Bosnia,2014,,,Catholic,
201,Croats,Bosnia,2015,,,Catholic,
201,Croats,Bosnia,2016,,,Catholic,
201,Croats,Bosnia,2017,,,Catholic,
201,Croats,Bosnia,2018,,,Catholic,
201,Croats,Bosnia,2019,,,Catholic,
201,Croats,Bosnia,2020,,,Catholic,
202,Quebecois,Canada,1967,0.31,5690940,Catholic,
202,Quebecois,Canada,1968,0.31,5789000,Catholic,
202,Quebecois,Canada,1969,0.3,5887072,Catholic,
202,Quebecois,Canada,1970,0.3,5984811,Catholic,
202,Quebecois,Canada,1971,0.29,6082570,Catholic,
202,Quebecois,Canada,1972,0.29,6180214,Catholic,
202,Quebecois,Canada,1973,0.29,6276288,Catholic,
202,Quebecois,Canada,1974,0.28,6368851,Catholic,
202,Quebecois,Canada,1975,0.28,6456594,Catholic,
202,Quebecois,Canada,1976,0.27,6539284,Catholic,
202,Quebecois,Canada,1977,0.27,6617626,Catholic,
202,Quebecois,Canada,1978,0.27,6692480,Catholic,
202,Quebecois,Canada,1979,0.26,6765117,Catholic,
202,Quebecois,Canada,1980,0.26,6836728,Catholic,
202,Quebecois,Canada,1981,0.26,6907085,Catholic,
202,Quebecois,Canada,1982,0.26,6976631,Catholic,
202,Quebecois,Canada,1983,0.25,7048002,Catholic,
202,Quebecois,Canada,1984,0.25,7124568,Catholic,
202,Quebecois,Canada,1985,0.25,5921306,Catholic,
202,Quebecois,Canada,1986,0.25,5997366,Catholic,
202,Quebecois,Canada,1987,0.24,6079566,Catholic,
202,Quebecois,Canada,1988,0.24,6165409,Catholic,
202,Quebecois,Canada,1989,0.24,6251284,Catholic,
202,Quebecois,Canada,1990,0.23,6334504,Catholic,
202,Quebecois,Canada,1991,0.23,6414427,Catholic,
202,Quebecois,Canada,1992,0.23,6491614,Catholic,
202,Quebecois,Canada,1993,0.22,6566032,Catholic,
202,Quebecois,Canada,1994,0.22,6637969,Catholic,
202,Quebecois,Canada,1995,0.22,6707755,Catholic,
202,Quebecois,Canada,1996,0.22,6775299,Catholic,
202,Quebecois,Canada,1997,0.22,6840747,Catholic,
202,Quebecois,Canada,1998,0.21,6905078,Catholic,
202,Quebecois,Canada,1999,0.21,6969578,Catholic,
202,Quebecois,Canada,2000,0.21,7035327,Catholic,
202,Quebecois,Canada,2001,0.21,7102417,Catholic,
202,Quebecois,Canada,2002,0.21,7171000,Catholic,
202,Quebecois,Canada,2003,0.2,7242251,Catholic,
202,Quebecois,Canada,2004,0.2,7317563,Catholic,
202,Quebecois,Canada,2005,0.2,7397792,Catholic,
202,Quebecois,Canada,2006,0.2,7483509,Catholic,
202,Quebecois,Canada,2007,0.19,7574083,Catholic,
202,Quebecois,Canada,2008,0.19,7667657,Catholic,
202,Quebecois,Canada,2009,0.19,7761601,Catholic,
202,Quebecois,Canada,2010,0.19,7853940,Catholic,
202,Quebecois,Canada,2011,0.19,7944006,Catholic,
202,Quebecois,Canada,2012,0.18,8032067,Catholic,
202,Quebecois,Canada,2013,0.18,8118203,Catholic,
202,Quebecois,Canada,2014,0.18,8202798,Catholic,
202,Quebecois,Canada,2015,0.18,8286134,Catholic,
202,Quebecois,Canada,2016,0.18,8368077,Catholic,
202,Quebecois,Canada,2017,0.17,8448381,Catholic,
202,Quebecois,Canada,2018,0.17,8527148,Catholic,
202,Quebecois,Canada,2019,0.17,8604539,Catholic,
202,Quebecois,Canada,2020,0.17,8680696,Catholic,
203,Uighers,China,1990,0.01,9928476,Sunni Muslim,
203,Uighers,China,1991,0.01,9928476,Sunni Muslim,
203,Uighers,China,1992,0.01,9928476,Sunni Muslim,
203,Uighers,China,1993,0.01,9928476,Sunni Muslim,
203,Uighers,China,1994,0.01,9928476,Sunni Muslim,
203,Uighers,China,1995,0.01,9928476,Sunni Muslim,
203,Uighers,China,1996,0.01,9928476,Sunni Muslim,
203,Uighers,China,1997,0.01,9928476,Sunni Muslim,
203,Uighers,China,1998,0.01,9928476,Sunni Muslim,
203,Uighers,China,1999,0.01,9928476,Sunni Muslim,
203,Uighers,China,2000,0.01,9928476,Sunni Muslim,
203,Uighers,China,2001,0.01,9928476,Sunni Muslim,
203,Uighers,China,2002,0.01,9928476,Sunni Muslim,
203,Uighers,China,2003,0.01,9928476,Sunni Muslim,
203,Uighers,China,2004,0.01,9871242,Sunni Muslim,
203,Uighers,China,2005,0.01,9927985,Sunni Muslim,
203,Uighers,China,2006,0.01,9986200,Sunni Muslim,
203,Uighers,China,2007,0.01,9928476,Sunni Muslim,
203,Uighers,China,2008,0.01,9928476,Sunni Muslim,
203,Uighers,China,2009,0.01,9928476,Sunni Muslim,
203,Uighers,China,2010,0.01,9928476,Sunni Muslim,
203,Uighers,China,2011,0.01,9928476,Sunni Muslim,
203,Uighers,China,2012,0.01,9928476,Sunni Muslim,
203,Uighers,China,2013,0.01,9928476,Sunni Muslim,
203,Uighers,China,2014,0.01,9928476,Sunni Muslim,
203,Uighers,China,2015,0.01,9928476,Sunni Muslim,
203,Uighers,China,2016,0.01,9928476,Sunni Muslim,
203,Uighers,China,2017,0.01,9928476,Sunni Muslim,
203,Uighers,China,2018,0.01,9928476,Sunni Muslim,
203,Uighers,China,2019,0.01,9928476,Sunni Muslim,
203,Uighers,China,2020,0.01,9928476,Sunni Muslim,
204,Anjouanese,Comoros,1997,,,Sunni Muslim,
204,Anjouanese,Comoros,1998,,,Sunni Muslim,
204,Anjouanese,Comoros,1999,,,Sunni Muslim,
204,Anjouanese,Comoros,2000,,,Sunni Muslim,
204,Anjouanese,Comoros,2001,,,Sunni Muslim,
204,Anjouanese,Comoros,2002,,,Sunni Muslim,
205,Lowland Indigenous Peoples,Ecuador,1964,0.1,101877,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1965,0.1,104880,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1966,0.1,107988,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1967,0.1,111200,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1968,0.09,114509,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1969,0.09,117907,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1970,0.09,121388,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1971,0.09,124948,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1972,0.08,128588,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1973,0.08,132297,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1974,0.08,136065,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1975,0.08,139887,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1976,0.07,143756,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1977,0.07,147674,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1978,0.07,151647,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1979,0.07,155681,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1980,0.07,159784,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1981,0.06,163953,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1982,0.06,168188,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1983,0.06,172492,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1984,0.06,176869,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1985,0.06,181322,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1986,0.06,185850,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1987,0.06,190447,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1988,0.05,195112,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1989,0.05,199837,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1990,0.05,204619,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1991,0.05,209450,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1992,0.05,214323,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1993,0.05,219229,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1994,0.05,224160,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1995,0.05,229104,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1996,0.05,234063,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1997,0.04,239029,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1998,0.04,243969,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,1999,0.04,248842,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2000,0.04,253622,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2001,0.04,258293,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2002,0.04,262869,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2003,0.04,267394,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2004,0.04,271928,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2005,0.04,276517,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2006,0.04,281188,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2007,0.04,285931,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2008,0.04,290715,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2009,0.04,295488,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2010,0.04,300222,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2011,0.03,304878,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2012,0.03,309482,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2013,0.03,314149,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2014,0.03,319037,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2015,0.03,324240,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2016,0.03,329822,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2017,0.03,335707,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2018,0.03,341687,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2019,0.03,347473,Catholic,Traditional
205,Lowland Indigenous Peoples,Ecuador,2020,0.03,352861,Catholic,Traditional
206,Eritreans,Ethiopia,1961,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1962,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1963,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1964,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1965,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1966,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1967,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1968,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1969,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1970,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1971,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1972,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1973,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1974,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1975,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1976,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1977,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1978,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1979,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1980,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1981,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1982,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1983,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1984,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1985,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1986,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1987,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1988,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1989,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1990,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1991,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1992,,,Christian,Sunni Muslim
206,Eritreans,Ethiopia,1993,,,Christian,Sunni Muslim
207,Bretons,France,1968,,,Catholic,
207,Bretons,France,1969,,,Catholic,
207,Bretons,France,1970,,,Catholic,
207,Bretons,France,1971,,,Catholic,
207,Bretons,France,1972,,,Catholic,
207,Bretons,France,1973,,,Catholic,
207,Bretons,France,1974,,,Catholic,
207,Bretons,France,1975,,,Catholic,
207,Bretons,France,1976,,,Catholic,
207,Bretons,France,1977,,,Catholic,
207,Bretons,France,1978,,,Catholic,
207,Bretons,France,1979,,,Catholic,
207,Bretons,France,1980,,,Catholic,
207,Bretons,France,1981,,,Catholic,
207,Bretons,France,1982,,,Catholic,
207,Bretons,France,1983,,,Catholic,
207,Bretons,France,1984,,,Catholic,
207,Bretons,France,1985,,,Catholic,
207,Bretons,France,1986,,,Catholic,
207,Bretons,France,1987,,,Catholic,
207,Bretons,France,1988,,,Catholic,
207,Bretons,France,1989,,,Catholic,
207,Bretons,France,1990,,,Catholic,
207,Bretons,France,1991,,,Catholic,
207,Bretons,France,1992,,,Catholic,
207,Bretons,France,1993,,,Catholic,
207,Bretons,France,1994,,,Catholic,
207,Bretons,France,1995,,,Catholic,
207,Bretons,France,1996,,,Catholic,
207,Bretons,France,1997,,,Catholic,
207,Bretons,France,1998,,,Catholic,
207,Bretons,France,1999,,,Catholic,
207,Bretons,France,2000,,,Catholic,
207,Bretons,France,2001,,,Catholic,
207,Bretons,France,2002,,,Catholic,
207,Bretons,France,2003,,,Catholic,
207,Bretons,France,2004,,,Catholic,
208,Abkhazians,Georgia,1991,0.03,91341,Christian,Sunni Muslim
208,Abkhazians,Georgia,1992,0.03,90167,Christian,Sunni Muslim
208,Abkhazians,Georgia,1993,0.03,88552,Christian,Sunni Muslim
208,Abkhazians,Georgia,1994,0.04,86651,Christian,Sunni Muslim
208,Abkhazians,Georgia,1995,0.04,84596,Christian,Sunni Muslim
208,Abkhazians,Georgia,1996,0.04,82393,Christian,Sunni Muslim
208,Abkhazians,Georgia,1997,0.04,80063,Christian,Sunni Muslim
208,Abkhazians,Georgia,1998,0.04,77782,Christian,Sunni Muslim
208,Abkhazians,Georgia,1999,0.04,75763,Christian,Sunni Muslim
208,Abkhazians,Georgia,2000,0.04,74157,Christian,Sunni Muslim
208,Abkhazians,Georgia,2001,0.04,73049,Christian,Sunni Muslim
208,Abkhazians,Georgia,2002,0.04,72396,Christian,Sunni Muslim
208,Abkhazians,Georgia,2003,0.04,127168,Christian,Sunni Muslim
208,Abkhazians,Georgia,2004,0.04,126774,Christian,Sunni Muslim
208,Abkhazians,Georgia,2005,0.04,126305,Christian,Sunni Muslim
208,Abkhazians,Georgia,2006,0.04,125692,Christian,Sunni Muslim
208,Abkhazians,Georgia,2007,0.04,125006,Christian,Sunni Muslim
208,Abkhazians,Georgia,2008,0.04,124279,Christian,Sunni Muslim
208,Abkhazians,Georgia,2009,0.04,123585,Christian,Sunni Muslim
208,Abkhazians,Georgia,2010,0.04,122973,Christian,Sunni Muslim
208,Abkhazians,Georgia,2011,0.04,122430,Christian,Sunni Muslim
208,Abkhazians,Georgia,2012,0.04,121923,Christian,Sunni Muslim
208,Abkhazians,Georgia,2013,0.04,121461,Christian,Sunni Muslim
208,Abkhazians,Georgia,2014,0.05,121059,Christian,Sunni Muslim
208,Abkhazians,Georgia,2015,0.05,120725,Christian,Sunni Muslim
208,Abkhazians,Georgia,2016,0.05,120464,Christian,Sunni Muslim
208,Abkhazians,Georgia,2017,0.05,120262,Christian,Sunni Muslim
208,Abkhazians,Georgia,2018,0.05,120088,Christian,Sunni Muslim
208,Abkhazians,Georgia,2019,0.05,119903,Christian,Sunni Muslim
208,Abkhazians,Georgia,2020,0.05,119675,Christian,Sunni Muslim
209,Kashmiri Muslims,India,1960,0.02,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1961,0.02,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1962,0.02,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1963,0.02,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1964,0.02,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1965,0.02,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1966,0.02,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1967,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1968,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1969,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1970,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1971,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1972,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1973,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1974,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1975,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1976,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1977,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1978,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1979,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1980,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1981,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1982,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1983,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1984,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1985,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1986,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1987,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1988,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1989,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1990,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1991,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1992,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1993,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1994,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1995,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1996,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1997,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1998,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,1999,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2000,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2001,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2002,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2003,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2004,0.01,7528313,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2005,0.01,7654944,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2006,0.01,7781997,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2007,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2008,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2009,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2010,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2011,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2012,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2013,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2014,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2015,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2016,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2017,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2018,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2019,0.01,7655085,Sunni Muslim,Shia Muslim
209,Kashmiri Muslims,India,2020,0.01,7655085,Sunni Muslim,Shia Muslim
210,Reang (Bru),India,1996,,,Hindu,Christian
210,Reang (Bru),India,1997,,,Hindu,Christian
210,Reang (Bru),India,1998,,,Hindu,Christian
210,Reang (Bru),India,1999,,,Hindu,Christian
210,Reang (Bru),India,2000,,,Hindu,Christian
210,Reang (Bru),India,2001,,,Hindu,Christian
210,Reang (Bru),India,2002,,,Hindu,Christian
210,Reang (Bru),India,2003,,,Hindu,Christian
210,Reang (Bru),India,2004,,,Hindu,Christian
210,Reang (Bru),India,2005,,,Hindu,Christian
