kgcid,groupname,country,year,relative_size,size,religion_1,religion_2,region,civil_war,civil_war_onset,civil_war_prev_yr,milex,population,gdp,uds,checks,fh_political_rights,fh_civil_liberties,fh_status,polity_democracy,polity_autocracy,polity_total
111,Corsicans,France,2017,0,259370,Catholic,"",Europe & Central Asia,0,0,0,49195662250.3198,64842513,2588740901639.81,,5,1,2,F,10,0,10
111,Corsicans,France,2018,0,259962,Catholic,"",Europe & Central Asia,0,0,0,51409812838.5917,64990512,2789593979064.58,,4,1,2,F,10,0,10
111,Corsicans,France,2019,0,260519,Catholic,"",Europe & Central Asia,0,0,0,50118929211.9346,65129731,2728870246705.88,,4,1,2,F,,,
111,Corsicans,France,2020,0,261094,Catholic,"",Europe & Central Asia,0,0,0,52747064858.0873,65273512,2630317731455.26,,4,1,2,F,,,
112,Bodos,India,1973,0,594770,Hinduism,Traditional,South Asia,0,0,0,2529921054.3991,594770136,85515269585.522,0.822873731617591,,2,3,F,9,1,8
112,Bodos,India,1974,0,608803,Hinduism,Traditional,South Asia,0,0,0,2895415720.35154,608802595,99525899115.7756,0.822431578573659,,2,3,F,9,1,8
112,Bodos,India,1975,0,623103,Hinduism,Traditional,South Asia,0,0,0,3323646800.51911,623102900,98472796457.114,0.234912560808726,4,2,5,PF,6,0,6
112,Bodos,India,1976,0,637630,Hinduism,Traditional,South Asia,0,0,0,3294910612.34921,637630085,102717164465.894,0.202968062806405,4,3,5,PF,6,0,6
112,Bodos,India,1977,0,652409,Hinduism,Traditional,South Asia,0,0,0,3477080944.50128,652408766,121487322474.298,0.817809375222125,4,2,2,F,8,0,8
112,Bodos,India,1978,0,667500,Hinduism,Traditional,South Asia,0,0,0,3975819129.87438,667499815,137300295308.038,0.815545590272487,5,2,2,F,8,0,8
112,Bodos,India,1979,0,682995,Hinduism,Traditional,South Asia,1,1,1,4589738351.59412,682995348,152991653792.864,0.702120657861936,4,2,2,F,8,0,8
112,Bodos,India,1980,0,698953,Hinduism,Traditional,South Asia,1,0,1,5420809519.08574,698952837,186325345089.754,0.804583981187275,4,2,3,F,8,0,8
112,Bodos,India,1981,0,715385,Hinduism,Traditional,South Asia,1,0,1,5879007035.84446,715384997,193490610032.1,0.647131099272891,4,,,"",8,0,8
112,Bodos,India,1982,0,732239,Hinduism,Traditional,South Asia,1,1,1,6302107956.21002,732239498,200715145360.918,0.757804459598337,4,2,3,F,8,0,8
112,Bodos,India,1983,0,749429,Hinduism,Traditional,South Asia,1,1,1,6830768697.58093,749428958,218262273410.099,0.616022485694034,4,2,3,F,8,0,8
112,Bodos,India,1984,0,766833,Hinduism,Traditional,South Asia,1,0,1,6956682449.43939,766833411,212158234164.06,0.622943039847883,4,2,3,F,8,0,8
112,Bodos,India,1985,0,784360,Hinduism,Traditional,South Asia,1,0,1,7567024020.30933,784360012,232511877842.041,0.528949407851585,4,2,3,F,8,0,8
112,Bodos,India,1986,0,801975,Hinduism,Traditional,South Asia,1,0,1,9539363085.60916,801975250,248985994044.2,0.615044567106932,4,2,3,F,8,0,8
112,Bodos,India,1987,0,819682,Hinduism,Traditional,South Asia,1,0,1,10877406164.41,819682095,279033584092.159,0.61639916026545,4,2,3,F,8,0,8
112,Bodos,India,1988,0,837469,Hinduism,Traditional,South Asia,1,0,1,11346419153.4156,837468938,296588994812.059,0.699181929554055,3,2,3,F,8,0,8
112,Bodos,India,1989,0,855335,Hinduism,Traditional,South Asia,1,1,1,10589796924.594,855334675,296042354986.126,0.672688520798466,3,2,3,F,8,0,8
112,Bodos,India,1990,0,873278,Hinduism,Traditional,South Asia,1,1,1,10537035450.0528,873277799,320979026419.633,0.678649413499156,6,2,3,F,8,0,8
112,Bodos,India,1991,0,891273,Hinduism,Traditional,South Asia,1,1,1,8622473881.38455,891273202,270105341879.226,0.517320217188484,6,3,4,PF,8,0,8
112,Bodos,India,1992,0,909307,Hinduism,Traditional,South Asia,1,1,1,8083231409.70982,909307018,288208430383.964,0.518555521319901,10,3,4,PF,8,0,8
112,Bodos,India,1993,0,927404,Hinduism,Traditional,South Asia,1,1,1,8253542581.48511,927403866,279296022987.919,0.472443468693396,7,4,4,PF,8,0,8
112,Bodos,India,1994,0,945602,Hinduism,Traditional,South Asia,1,1,1,8880551226.0269,945601828,327275583539.559,0.474308712951519,5,4,4,PF,8,0,8
112,Bodos,India,1995,0,963923,Hinduism,Traditional,South Asia,1,0,1,9754464629.8929,963922586,360281952716.797,0.536937123473168,4,4,4,PF,8,0,8
112,Bodos,India,1996,0,982365,Hinduism,Traditional,South Asia,1,0,1,9904672736.30381,982365248,392897054348.071,0.695035684638324,4,2,4,PF,8,0,8
112,Bodos,India,1997,0,1000900,Hinduism,Traditional,South Asia,1,1,1,11464883389.8324,1000900028,415867753863.874,0.687806418635412,18,2,4,PF,8,0,8
112,Bodos,India,1998,0,1019484,Hinduism,Traditional,South Asia,1,0,1,11920610818.3832,1019483586,421351477504.743,0.808040997467417,18,2,3,F,9,0,9
112,Bodos,India,1999,0,1038058,Hinduism,Traditional,South Asia,1,0,1,13895562461.387,1038058154,458820417337.807,0.662517896939324,16,2,3,F,9,0,9
112,Bodos,India,2000,0,1056576,Hinduism,Traditional,South Asia,1,1,1,14287514240.7035,1056575548,468394937262.37,0.762336575413168,5,2,3,F,9,0,9
112,Bodos,India,2001,0,1075000,Hinduism,Traditional,South Asia,1,0,1,14600642346.0997,1075000094,485441014538.638,0.664854846030719,5,2,3,F,9,0,9
112,Bodos,India,2002,0,1093317,Hinduism,Traditional,South Asia,1,0,1,14749667251.5907,1093317187,514937948870.08,0.65926253470395,5,2,3,F,9,0,9
112,Bodos,India,2003,0,1111523,Hinduism,Traditional,South Asia,1,1,1,16333986643.282,1111523146,607699285433.872,0.657141152956334,5,2,3,F,9,0,9
112,Bodos,India,2004,0,1129623,Hinduism,Traditional,South Asia,1,0,1,20238566526.5411,1129623466,709148514804.659,0.781824128859021,5,2,3,F,9,0,9
112,Bodos,India,2005,0,1147610,Hinduism,Traditional,South Asia,1,0,1,23072312925.1701,1147609924,820381595512.902,0.779418267029696,17,2,3,F,9,0,9
112,Bodos,India,2006,0,1165486,Hinduism,Traditional,South Asia,1,0,1,23951927958.1522,1165486291,940259888792.141,0.876524886309499,17,2,3,F,9,0,9
112,Bodos,India,2007,0,1183209,Hinduism,Traditional,South Asia,1,0,1,28254773450.0647,1183209471,1216735441524.86,0.782237696533881,17,2,3,F,9,0,9
112,Bodos,India,2008,0,1200670,Hinduism,Traditional,South Asia,1,1,1,33002376727.3797,1200669762,1198895582137.51,0.873594952467803,17,2,3,F,9,0,9
112,Bodos,India,2009,0,1217726,Hinduism,Traditional,South Asia,1,1,1,38722154392.1843,1217726217,1341886602798.69,0.710979923566785,17,2,3,F,9,0,9
112,Bodos,India,2010,0,1234281,Hinduism,Traditional,South Asia,1,0,1,46090445656.5003,1234281163,1675615335600.56,0.82930368149891,4,2,3,F,9,0,9
112,Bodos,India,2011,0,1250288,Hinduism,Traditional,South Asia,1,0,1,49633815793.7027,1250287939,1823049927771.46,0.821063492010034,4,2,3,F,9,0,9
112,Bodos,India,2012,0,1265780,Hinduism,Traditional,South Asia,1,1,1,47216920048.2061,1265780243,1827637859135.7,0.822864055267056,4,2,3,F,9,0,9
112,Bodos,India,2013,0,1280842,Hinduism,Traditional,South Asia,1,1,1,47403528801.4226,1280842119,1856722121394.53,,4,2,3,F,9,0,9
112,Bodos,India,2014,0,1295601,Hinduism,Traditional,South Asia,1,0,1,50914096277.083,1295600768,2039127446298.55,,4,2,3,F,9,0,9
112,Bodos,India,2015,0,1310152,Hinduism,Traditional,South Asia,1,1,1,51295483753.9436,1310152392,2103587813812.75,,4,2,3,F,9,0,9
112,Bodos,India,2016,0,1324517,Hinduism,Traditional,South Asia,1,0,1,56637622640.8741,1324517250,2294797980509.01,,4,2,3,F,9,0,9
112,Bodos,India,2017,0,1338677,Hinduism,Traditional,South Asia,1,0,1,64559435280.6927,1338676779,2651472946374.91,,4,2,3,F,9,0,9
112,Bodos,India,2018,0,1352642,Hinduism,Traditional,South Asia,1,0,1,66257801718.275,1352642283,2701111782775.03,,4,2,3,F,9,0,9
112,Bodos,India,2019,0,1366418,Hinduism,Traditional,South Asia,1,0,1,71468900524.3041,1366417756,2870504096717.77,,4,2,3,F,,,
112,Bodos,India,2020,0,1380004,Hinduism,Traditional,South Asia,1,0,1,72887446604.3041,1380004385,2660245248867.63,,4,2,4,PF,,,
113,Kashmiri Hindus,India,1998,,,Hindu,"",South Asia,1,0,1,11920610818.3832,1019483586,421351477504.743,0.808040997467417,18,2,3,F,9,0,9
113,Kashmiri Hindus,India,1999,,,Hindu,"",South Asia,1,0,1,13895562461.387,1038058154,458820417337.807,0.662517896939324,16,2,3,F,9,0,9
113,Kashmiri Hindus,India,2000,,,Hindu,"",South Asia,1,1,1,14287514240.7035,1056575548,468394937262.37,0.762336575413168,5,2,3,F,9,0,9
113,Kashmiri Hindus,India,2001,,,Hindu,"",South Asia,1,0,1,14600642346.0997,1075000094,485441014538.638,0.664854846030719,5,2,3,F,9,0,9
113,Kashmiri Hindus,India,2002,,,Hindu,"",South Asia,1,0,1,14749667251.5907,1093317187,514937948870.08,0.65926253470395,5,2,3,F,9,0,9
113,Kashmiri Hindus,India,2003,,,Hindu,"",South Asia,1,1,1,16333986643.282,1111523146,607699285433.872,0.657141152956334,5,2,3,F,9,0,9
113,Kashmiri Hindus,India,2004,,,Hindu,"",South Asia,1,0,1,20238566526.5411,1129623466,709148514804.659,0.781824128859021,5,2,3,F,9,0,9
113,Kashmiri Hindus,India,2005,,,Hindu,"",South Asia,1,0,1,23072312925.1701,1147609924,820381595512.902,0.779418267029696,17,2,3,F,9,0,9
113,Kashmiri Hindus,India,2006,,,Hindu,"",South Asia,1,0,1,23951927958.1522,1165486291,940259888792.141,0.876524886309499,17,2,3,F,9,0,9
113,Kashmiri Hindus,India,2007,,,Hindu,"",South Asia,1,0,1,28254773450.0647,1183209471,1216735441524.86,0.782237696533881,17,2,3,F,9,0,9
113,Kashmiri Hindus,India,2008,,,Hindu,"",South Asia,1,1,1,33002376727.3797,1200669762,1198895582137.51,0.873594952467803,17,2,3,F,9,0,9
113,Kashmiri Hindus,India,2009,,,Hindu,"",South Asia,1,1,1,38722154392.1843,1217726217,1341886602798.69,0.710979923566785,17,2,3,F,9,0,9
113,Kashmiri Hindus,India,2010,,,Hindu,"",South Asia,1,0,1,46090445656.5003,1234281163,1675615335600.56,0.82930368149891,4,2,3,F,9,0,9
113,Kashmiri Hindus,India,2011,,,Hindu,"",South Asia,1,0,1,49633815793.7027,1250287939,1823049927771.46,0.821063492010034,4,2,3,F,9,0,9
113,Kashmiri Hindus,India,2012,,,Hindu,"",South Asia,1,1,1,47216920048.2061,1265780243,1827637859135.7,0.822864055267056,4,2,3,F,9,0,9
113,Kashmiri Hindus,India,2013,,,Hindu,"",South Asia,1,1,1,47403528801.4226,1280842119,1856722121394.53,,4,2,3,F,9,0,9
113,Kashmiri Hindus,India,2014,,,Hindu,"",South Asia,1,0,1,50914096277.083,1295600768,2039127446298.55,,4,2,3,F,9,0,9
113,Kashmiri Hindus,India,2015,,,Hindu,"",South Asia,1,1,1,51295483753.9436,1310152392,2103587813812.75,,4,2,3,F,9,0,9
113,Kashmiri Hindus,India,2016,,,Hindu,"",South Asia,1,0,1,56637622640.8741,1324517250,2294797980509.01,,4,2,3,F,9,0,9
113,Kashmiri Hindus,India,2017,,,Hindu,"",South Asia,1,0,1,64559435280.6927,1338676779,2651472946374.91,,4,2,3,F,9,0,9
113,Kashmiri Hindus,India,2018,,,Hindu,"",South Asia,1,0,1,66257801718.275,1352642283,2701111782775.03,,4,2,3,F,9,0,9
113,Kashmiri Hindus,India,2019,,,Hindu,"",South Asia,1,0,1,71468900524.3041,1366417756,2870504096717.77,,4,2,3,F,,,
113,Kashmiri Hindus,India,2020,,,Hindu,"",South Asia,1,0,1,72887446604.3041,1380004385,2660245248867.63,,4,2,4,PF,,,
115,East Timorese,Indonesia,1975,,,Christian,"",East Asia & Pacific,1,1,1,1063855421.68675,130680730,30463855421.6867,-0.568556809906811,1,5,5,PF,0,7,-7
115,East Timorese,Indonesia,1976,,669835,Christian,"",East Asia & Pacific,1,1,1,1275301204.81928,133966940,37269156626.506,-0.570553109065069,1,5,5,PF,0,7,-7
115,East Timorese,Indonesia,1977,,686390,Christian,"",East Asia & Pacific,1,0,1,1468674698.79518,137278057,45808915662.6506,-0.574559755277907,1,5,5,PF,0,7,-7
115,East Timorese,Indonesia,1978,,703109,Christian,"",East Asia & Pacific,1,0,1,1627662342.06925,140621731,51455719099.9207,-0.56967239771291,1,5,5,PF,0,7,-7
115,East Timorese,Indonesia,1979,,720049,Christian,"",East Asia & Pacific,1,0,1,1552431165.78793,144009844,51400186379.3028,-0.632157680490043,1,5,5,PF,0,7,-7
115,East Timorese,Indonesia,1980,,737239,Christian,"",East Asia & Pacific,1,0,1,2114454045.81224,147447834,72482337370.3464,-0.660208440100864,1,5,5,PF,0,7,-7
115,East Timorese,Indonesia,1981,,754691,Christian,"",East Asia & Pacific,1,1,1,2654105929.96991,150938222,85518233450.7774,-0.629334508657538,1,,,"",0,7,-7
115,East Timorese,Indonesia,1982,,772341,Christian,"",East Asia & Pacific,1,0,1,2741068094.3,154468235,90158449307.2327,-0.635702109120161,1,5,5,PF,0,7,-7
115,East Timorese,Indonesia,1983,,790046,Christian,"",East Asia & Pacific,1,0,1,2047257950.10256,158009248,81052283404.6102,-0.713909421258123,1,5,5,PF,0,7,-7
115,East Timorese,Indonesia,1984,,807617,Christian,"",East Asia & Pacific,1,1,1,2002310076.61267,161523353,84853699994.0467,-0.808598985257092,1,5,6,PF,0,7,-7
115,East Timorese,Indonesia,1985,,824912,Christian,"",East Asia & Pacific,1,0,1,1923319346.6477,164982452,85289491750.3217,-0.680040157472941,1,5,6,PF,0,7,-7
115,East Timorese,Indonesia,1986,,841871,Christian,"",East Asia & Pacific,1,0,1,1734616704.09182,168374287,79954072569.8502,-0.81200817367106,1,5,6,PF,0,7,-7
115,East Timorese,Indonesia,1987,,858514,Christian,"",East Asia & Pacific,1,0,1,1347598625.1787,171702756,75929617576.8794,-0.803932737682317,1,5,6,PF,0,7,-7
115,East Timorese,Indonesia,1988,,874880,Christian,"",East Asia & Pacific,1,0,1,1356706412.76621,174975953,84300174477.2008,-0.865508964060965,1,5,5,PF,0,7,-7
115,East Timorese,Indonesia,1989,,891046,Christian,"",East Asia & Pacific,0,0,0,1409556738.18967,178209147,94451427898.3379,-0.712342587971492,1,5,5,PF,0,7,-7
115,East Timorese,Indonesia,1990,,907067,Christian,"",East Asia & Pacific,1,1,1,1613975396.26983,181413398,106140727357.032,-0.811790764003423,1,6,5,PF,0,7,-7
115,East Timorese,Indonesia,1991,,922959,Christian,"",East Asia & Pacific,1,0,1,1697029205.46372,184591897,116621996217.133,-0.808052231808398,1,6,5,PF,0,7,-7
115,East Timorese,Indonesia,1992,,938699,Christian,"",East Asia & Pacific,1,1,1,1887635965.9494,187739786,128026966579.964,-0.799029807110722,1,6,5,PF,0,7,-7
115,East Timorese,Indonesia,1993,,954256,Christian,"",East Asia & Pacific,0,0,0,1933304585.30976,190851184,158006700301.533,-1.01138595082162,1,7,6,NF,0,7,-7
115,East Timorese,Indonesia,1994,,969587,Christian,"",East Asia & Pacific,0,0,0,2239731574.68472,193917458,176892143931.505,-1.0135963722073,1,7,6,NF,0,7,-7
115,East Timorese,Indonesia,1995,,984671,Christian,"",East Asia & Pacific,0,0,0,2478753541.07649,196934257,202132028723.115,-1.00821709395237,1,7,6,NF,0,7,-7
115,East Timorese,Indonesia,1996,,999506,Christian,"",East Asia & Pacific,0,0,0,2874845237.58699,199901231,227369679374.973,-0.899721794651907,1,7,5,NF,0,7,-7
115,East Timorese,Indonesia,1997,,1014132,Christian,"",East Asia & Pacific,1,1,1,3231358571.24198,202826444,215748998609.635,-0.906339163534793,1,7,5,NF,0,7,-7
115,East Timorese,Indonesia,1998,,1028623,Christian,"",East Asia & Pacific,1,0,1,972702125.109851,205724597,95445547872.715,-0.574503094023955,1,6,4,PF,0,5,-5
115,East Timorese,Indonesia,1999,,1043076,Christian,"",East Asia & Pacific,1,1,1,1135147005.46775,208615171,140001351215.462,0.243760751038254,1,4,4,PF,7,1,6
116,Palestinians,Israel,1960,1.23,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,190277777.777778,2060476,2598500000,1.17697552886964,,,,"",10,0,10
116,Palestinians,Israel,1961,1.19,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,241805555.555556,2144648,3138500000,1.28371797508103,,,,"",10,0,10
116,Palestinians,Israel,1962,1.14,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,210604174.497153,2234199,2.51e+09,1.27337592653746,,,,"",10,0,10
116,Palestinians,Israel,1963,1.09,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,259250864.169547,2325149,2992333333.33333,1.28444095847813,,,,"",10,0,10
116,Palestinians,Israel,1964,1.05,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,278584261.94754,2411782,3405333333.33333,1.2865659846788,,,,"",10,0,10
116,Palestinians,Israel,1965,1.02,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,313917713.059044,2490322,3663333333.33333,1.17853183594394,,,,"",10,0,10
116,Palestinians,Israel,1966,0.99,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,375501251.670839,2558716,3.98e+09,1.14534674007484,,,,"",10,0,10
116,Palestinians,Israel,1967,0.97,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,605514168.123425,2619102,4.03e+09,0.914793757052881,,,,"",9,0,9
116,Palestinians,Israel,1968,0.95,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,690001971.434204,2676972,4.619e+09,0.925860109748241,,,,"",9,0,9
116,Palestinians,Israel,1969,0.93,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,872002491.43569,2740066,5329333333.33333,0.921281939635384,,,,"",9,0,9
116,Palestinians,Israel,1970,0.9,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,1259646456.13273,2813746,,0.924435236233973,,,,"",9,0,9
116,Palestinians,Israel,1971,0.88,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,1270657787.28045,2900016,,0.919684423982794,,,,"",9,0,9
116,Palestinians,Israel,1972,0.85,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,1461373749.94019,2996475,,0.810257861687443,,2,3,F,9,0,9
116,Palestinians,Israel,1973,0.82,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,2574504909.77879,3098785,,0.81385706455984,,2,3,F,9,0,9
116,Palestinians,Israel,1974,0.79,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,3475602770.28348,3200533,,0.80734469313868,,2,3,F,9,0,9
116,Palestinians,Israel,1975,0.77,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,3758315380.79117,3296931,,0.810185574430025,4,2,3,F,9,0,9
116,Palestinians,Israel,1976,0.75,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,3648665017.15334,3387048,,0.817305677213122,4,2,3,F,9,0,9
116,Palestinians,Israel,1977,0.73,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,3180556220.38198,3472118,,0.936418053446332,4,2,2,F,9,0,9
116,Palestinians,Israel,1978,0.72,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,3117508058.31813,3552297,,0.940607137108183,2,2,2,F,9,0,9
116,Palestinians,Israel,1979,0.7,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,3394518703.94861,3628307,,0.834823686051292,2,2,2,F,9,0,9
116,Palestinians,Israel,1980,0.69,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,4120814786.04841,3700916,,0.975355141466518,2,2,2,F,9,0,9
116,Palestinians,Israel,1981,0.67,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,4700103231.67638,3770694,,0.938855511626458,2,,,"",7,1,6
116,Palestinians,Israel,1982,0.66,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,4518481888.98504,3838109,,0.778950175786209,5,2,2,F,7,1,6
116,Palestinians,Israel,1983,0.65,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,4265358581.86055,3903954,,0.948727219725456,5,2,2,F,7,1,6
116,Palestinians,Israel,1984,0.64,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,4214300330.82091,3969182,,0.944789883291121,5,2,2,F,7,1,6
116,Palestinians,Israel,1985,0.63,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,4004517114.13666,4035062,,0.827447885803237,3,2,2,F,7,1,6
116,Palestinians,Israel,1986,0.62,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,4386224325.19626,4100543,,0.945818957534227,3,2,2,F,7,1,6
116,Palestinians,Israel,1987,0.61,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,5995553855.41564,4167130,,0.952076862700926,4,2,2,F,7,1,6
116,Palestinians,Israel,1988,0.6,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,6999574985.30435,4241786,,1.05590475224665,4,2,2,F,7,1,6
116,Palestinians,Israel,1989,0.59,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,5550710260.44257,4333578,,1.04874661832395,4,2,2,F,7,1,6
116,Palestinians,Israel,1990,0.57,2544215,Sunni Muslim,"",Middle East & North Africa,1,1,1,6528767331.23656,4448348,,1.0462731131956,4,2,2,F,7,1,6
116,Palestinians,Israel,1991,0.55,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,9337649894.62416,4589305,,1.04406096100025,4,2,2,F,7,1,6
116,Palestinians,Israel,1992,0.54,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,7313388389.7285,4752826,,0.941597281209873,4,2,2,F,7,1,6
116,Palestinians,Israel,1993,0.52,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,7752806699.97369,4929413,,0.946288552551275,5,1,3,F,7,1,6
116,Palestinians,Israel,1994,0.5,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,7772187267.59513,5105571,,0.945429173425525,5,1,3,F,7,1,6
116,Palestinians,Israel,1995,0.48,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,7945971519.50955,5271368,100605702520.506,0.947886703670343,5,1,3,F,7,1,6
116,Palestinians,Israel,1996,0.47,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,8499441747.40851,5424241,110180666416.017,1.04629153169535,5,1,3,F,7,1,6
116,Palestinians,Israel,1997,0.46,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,8580697530.05845,5566551,114753492201.542,1.04214499972011,3,1,3,F,7,1,6
116,Palestinians,Israel,1998,0.45,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,8095647853.16336,5699279,115999082655.72,1.04116857128384,3,1,3,F,7,1,6
116,Palestinians,Israel,1999,0.44,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,7652604037.03023,5824944,117166318090.683,1.40461498335311,3,1,2,F,7,1,6
116,Palestinians,Israel,2000,0.43,2544215,Sunni Muslim,"",Middle East & North Africa,1,1,1,8327543752.99401,5945949,132455662080.298,0.986830566072105,3,1,3,F,7,1,6
116,Palestinians,Israel,2001,0.42,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,8504274012.34054,6060679,130816321183.156,1.25810457215801,4,1,3,F,7,1,6
116,Palestinians,Israel,2002,0.41,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,7981518926.42608,6169311,121148475241.673,1.25849693830206,7,1,3,F,7,1,6
116,Palestinians,Israel,2003,0.41,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,8225281228.24777,6278374,127046633802.508,1.11806043394863,7,1,3,F,7,1,6
116,Palestinians,Israel,2004,0.4,2548487,Sunni Muslim,"",Middle East & North Africa,1,0,1,8605125413.32179,6396511,135571348058.902,1.12348809725428,3,1,3,F,7,1,6
116,Palestinians,Israel,2005,0.39,2544102,Sunni Muslim,"",Middle East & North Africa,1,0,1,8921942197.56223,6529470,142657069099.984,1.24954145134476,3,1,2,F,7,1,6
116,Palestinians,Israel,2006,0.38,2540057,Sunni Muslim,"",Middle East & North Africa,1,1,1,9315253567.81371,6680641,154145495309.484,1.17410150220937,4,1,2,F,7,1,6
116,Palestinians,Israel,2007,0.37,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,11382202878.2302,6847148,179161786957.474,1.24690033000342,4,1,2,F,7,1,6
116,Palestinians,Israel,2008,0.36,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,13803713468.7098,7020832,216711549609.81,1.17598111526152,4,1,2,F,7,1,6
116,Palestinians,Israel,2009,0.35,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,12754237934.6649,7190037,207953439208.606,1.25178462620149,4,1,2,F,7,1,6
116,Palestinians,Israel,2010,0.35,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,13875211622.4522,7346446,234654589559.973,1.17129472054145,4,1,2,F,7,1,6
116,Palestinians,Israel,2011,0.34,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,15163227719.5071,7487095,262293871093.061,1.10225199720057,4,1,2,F,7,1,6
116,Palestinians,Israel,2012,0.33,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,14600665988.9209,7614946,258417104163.53,1.10523785296203,4,1,2,F,7,1,6
116,Palestinians,Israel,2013,0.33,2544215,Sunni Muslim,"",Middle East & North Africa,0,0,0,16324818043.8467,7734834,294167366504.266,,4,1,2,F,7,1,6
116,Palestinians,Israel,2014,0.32,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,17810043530.8174,7854216,310944937638.436,,6,1,2,F,7,1,6
116,Palestinians,Israel,2015,0.32,2544215,Sunni Muslim,"",Middle East & North Africa,0,0,0,16516787444.7923,7978496,300078278118.434,,6,1,2,F,7,1,6
116,Palestinians,Israel,2016,0.31,2544215,Sunni Muslim,"",Middle East & North Africa,0,0,0,17488176165.0017,8108984,319024417316.889,,2,1,2,F,7,1,6
116,Palestinians,Israel,2017,0.31,2544215,Sunni Muslim,"",Middle East & North Africa,0,0,0,19434129702.3181,8243849,355277223507.485,,2,1,3,F,7,1,6
116,Palestinians,Israel,2018,0.3,2544215,Sunni Muslim,"",Middle East & North Africa,1,1,1,19759173450.6567,8381507,373641241440.789,,2,2,3,F,7,1,6
116,Palestinians,Israel,2019,0.3,2544215,Sunni Muslim,"",Middle East & North Africa,1,0,1,20504377104.3771,8519373,397934596952.56,,2,2,3,F,,,
116,Palestinians,Israel,2020,0.29,2544215,Sunni Muslim,"",Middle East & North Africa,0,0,0,21704453488.3721,8655541,407100736594.064,,,2,3,F,,,
117,South Tyrolians,Italy,1960,0.01,290490,Catholic,"",Europe & Central Asia,0,0,0,1009308856.43093,49699947,40385288344.1911,1.59367348504204,,,,"",10,0,10
117,South Tyrolians,Italy,1961,0.01,290490,Catholic,"",Europe & Central Asia,0,0,0,1062907313.20441,50052174,44842760293.1924,1.57498527111425,,,,"",10,0,10
117,South Tyrolians,Italy,1962,0.01,290490,Catholic,"",Europe & Central Asia,0,0,0,1222013656.10652,50442350,50383891898.9911,1.27734645761661,,,,"",10,0,10
117,South Tyrolians,Italy,1963,0.01,290490,Catholic,"",Europe & Central Asia,0,0,0,1463283723.58157,50856405,57710743059.8341,1.49139920121805,,,,"",10,0,10
117,South Tyrolians,Italy,1964,0.01,290490,Catholic,"",Europe & Central Asia,0,0,0,1586666707.9737,51273234,63175417019.0094,1.50429720219648,,,,"",10,0,10
