kgcid,group,country,year,relative_size,religion_1,religion_2,civil_war,civil_war_onset,civil_war_prev_yr,milex,population,gdp,uds,checks,fh_political_rights,fh_civil_liberties,fh_status,polity_democracy,polity_autocracy,polity_total,election,referendum
202,Quebecois,Canada,2013,0.23,Catholic,"",0,0,0,18515731209.9437,34880478,1846597421834.98,,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,2014,0.23,Catholic,"",0,0,0,17853640477.6849,35246904,1805749878439.94,,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,2015,0.23,Catholic,"",0,0,0,17937641894.7407,35562312,1556508816217.14,,4,1,1,F,10,0,10,1,0
202,Quebecois,Canada,2016,0.23,Catholic,"",0,0,0,17782775543.0736,35901940,1527994741907.43,,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,2017,0.23,Catholic,"",0,0,0,22269696323.3229,36325124,1649265644244.09,,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,2018,0.23,Catholic,"",0,0,0,22729327580.3404,36783571,1725329192783.02,,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,2019,0.23,Catholic,"",0,0,0,22204408440.0904,37286937,1742015045482.31,,4,1,1,F,,,,1,0
202,Quebecois,Canada,2020,0.23,Catholic,"",0,0,0,22754847129.0082,37758232,1645423407568.36,,4,1,1,F,,,,0,0
202,Quebecois,Canada,1967,0.28,Catholic,"",0,0,0,1775500366.17812,20238583,65668655501.1254,1.27975203,,,,"",10,0,10,0,0
202,Quebecois,Canada,1968,0.28,Catholic,"",0,0,0,1797265817.14572,20577517,71829810519.8955,1.28350005,,,,"",10,0,10,0,0
202,Quebecois,Canada,1969,0.28,Catholic,"",0,0,0,1770108751.17249,20886340,79148411661.6902,1.28714163,,,,"",10,0,10,0,0
202,Quebecois,Canada,1970,0.28,Catholic,"",0,0,0,1889157917.90681,21181539,87896095320.1263,1.06317925,,,,"",10,0,10,0,0
202,Quebecois,Canada,1971,0.28,Catholic,"",0,0,0,2077659711.42515,21687615,99271961774.6088,1.2797288696,,,,"",10,0,10,0,0
202,Quebecois,Canada,1972,0.28,Catholic,"",0,0,0,2233737030.68794,22089743,113082820486.918,1.52095656,,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1973,0.28,Catholic,"",0,0,0,2363060955.12359,22354699,131321858814.119,1.51680355,,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1974,0.28,Catholic,"",0,0,0,2809465529.28173,22649359,160408697341.513,1.41563804,,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1975,0.28,Catholic,"",0,0,0,3180915490.18837,22975505,173834029689.343,1.41939228,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1976,0.28,Catholic,"",0,0,0,3581805735.1487,23296999,206575564908.722,1.41146592,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1977,0.28,Catholic,"",0,0,0,3752174526.30589,23587230,211612157028.679,1.413125,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1978,0.28,Catholic,"",0,0,0,3969158477.03543,23843387,218632867537.477,1.41415731,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1979,0.28,Catholic,"",0,0,0,4084145737.65174,24081992,243072102612.259,1.51871783,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1980,0.28,Catholic,"",0,0,0,4744402251.07337,24356256,273853826548.067,1.52724269,5,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1981,0.28,Catholic,"",0,0,0,5141128191.44056,24666763,306214863624.99,1.51522565,4,,,"",10,0,10,0,0
202,Quebecois,Canada,1982,0.28,Catholic,"",0,0,0,6017321456.07224,24964810,313506525087.136,1.30472012,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1983,0.28,Catholic,"",0,0,0,6947104071.66388,25238225,340547711781.889,1.39720244,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1984,0.28,Catholic,"",0,0,0,7349795763.93554,25483227,355372558103.621,1.40861698,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1985,0.23,Catholic,"",0,0,0,7460563318.39353,25720924,364756499450.751,1.430725227,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1986,0.23,Catholic,"",0,0,0,7780136739.83447,25966919,377437927311.983,1.407579175,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1987,0.23,Catholic,"",0,0,0,8694447167.77653,26265223,431316742081.448,1.40308887,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1988,0.23,Catholic,"",0,0,0,9897335684.2798,26608554,507354351182.254,1.39391671,4,1,1,F,10,0,10,0,0
202,Quebecois,Canada,1989,0.23,Catholic,"",0,0,0,10747134688.6376,27021574,565055743243.243,1.40072534,4,1,1,F,10,0,10,0,0
203,Uighers,China,2000,,Sunni Muslim,"",0,0,0,22237140151.2145,1259610155,1211346869600.41,-1.19730474,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2001,,Sunni Muslim,"",0,0,0,26561462998.2924,1268587983,1339395718862.89,-0.97314294,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2002,,Sunni Muslim,"",0,0,0,30284127409.9972,1276891180,1470550015077.93,-0.96780575,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2003,,Sunni Muslim,"",0,0,0,33144000481.4458,1284961061,1660287965663.89,-0.967424884,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2004,0.007600000044347,Sunni Muslim,"",0,0,0,37904571826.996,1292785672,1955347004965.69,-0.973669634,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2005,0.00760000002204677,Sunni Muslim,"",0,0,0,42789953650.9024,1300847750,2285965892364.2,-0.974975265,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2006,0.00759999983348221,Sunni Muslim,"",0,0,0,51453373233.8486,1308927373,2752131773358.92,-0.971402788,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2007,,Sunni Muslim,"",0,0,0,62136590754.5887,1317245762,3550342737009.53,-0.97346369,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2008,,Sunni Muslim,"",1,1,1,78840802819.8629,1325780685,4594307032667.98,-0.97592407,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2009,,Sunni Muslim,"",0,0,0,96601666752.9542,1334553612,5101703073088.97,,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2010,,Sunni Muslim,"",0,0,0,105522648101.838,1343697578,6087163874510.73,,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,1990,,Sunni Muslim,"",0,0,0,9926349250.81692,1143766993,360857912565.966,-1.145756118,1,7,7,NF,0,7,-7,0,0
203,Uighers,China,1991,,Sunni Muslim,"",0,0,0,9802375366.07313,1163641512,383373318083.624,-1.14086714,1,7,7,NF,0,7,-7,0,0
203,Uighers,China,1992,,Sunni Muslim,"",0,0,0,12244267842.2149,1177610829,426915712715.856,-1.147763058,1,7,7,NF,0,7,-7,0,0
203,Uighers,China,1993,,Sunni Muslim,"",0,0,0,12360225860.6446,1190015949,444731282435.515,-1.14278975,1,7,7,NF,0,7,-7,0,0
203,Uighers,China,1994,,Sunni Muslim,"",0,0,0,9867120066.27419,1201695166,564324670008.238,-1.141565369,1,7,7,NF,0,7,-7,0,0
203,Uighers,China,1995,,Sunni Muslim,"",0,0,0,12385129474.9875,1212878184,734547898224.101,-1.144075102,1,7,7,NF,0,7,-7,0,0
203,Uighers,China,1996,,Sunni Muslim,"",0,0,0,14275400819.9732,1223410668,863746717507.397,-1.140336159,1,7,7,NF,0,7,-7,0,0
203,Uighers,China,1997,,Sunni Muslim,"",0,0,0,15699586768.5755,1233187003,961603952954.233,-1.145982,1,7,7,NF,0,7,-7,0,0
203,Uighers,China,1998,,Sunni Muslim,"",0,0,0,17031780199.6918,1242415893,1029043097558.91,-0.976257271,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,1999,,Sunni Muslim,"",0,0,0,20473915094.7667,1251256317,1093997267277.1,-0.97179791,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2011,,Sunni Muslim,"",0,0,0,125286373164.011,1352685158,7551500124197.17,,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2012,,Sunni Muslim,"",0,0,0,145127609596.207,1361505803,8532229986993.65,,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2013,,Sunni Muslim,"",0,0,0,164070469321.744,1371615833,9570406235659.64,,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2014,,Sunni Muslim,"",0,0,0,182109325991.68,1380584782,10475682920597.7,,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2015,,Sunni Muslim,"",0,0,0,196538827230.79,1389794555,11061553079871.5,,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2016,,Sunni Muslim,"",0,0,0,198538361427.554,1397636342,11233276536744.7,,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2017,,Sunni Muslim,"",0,0,0,210443034740.968,1406143019,12310409370894.2,,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2018,,Sunni Muslim,"",0,0,0,232530595985.266,1414408894,13894817549380.3,,1,7,6,NF,0,7,-7,0,0
203,Uighers,China,2019,,Sunni Muslim,"",0,0,0,240332555458.151,1419730043,14279937500608,,1,7,6,NF,,,,0,0
203,Uighers,China,2020,,Sunni Muslim,"",0,1,1,252304223741.309,1423998019,14687673892882,,1,7,6,NF,,,,0,0
204,Anjouanese,Comoros,1998,,Sunni Muslim,"",0,0,0,,510445,370106776.043329,-0.027256218,1,5,4,PF,5,1,4,0,0
204,Anjouanese,Comoros,1997,,Sunni Muslim,"",1,1,1,,499621,364445589.702365,-0.02784562,1,5,4,PF,5,1,4,0,0
204,Anjouanese,Comoros,1999,,Sunni Muslim,"",0,0,0,,521473,382454989.945311,-0.41126357,1,6,4,PF,1,3,-2,0,0
204,Anjouanese,Comoros,2000,,Sunni Muslim,"",0,0,0,,531414,351136568.441921,-0.22645482,,6,4,PF,1,2,-1,0,0
204,Anjouanese,Comoros,2001,,Sunni Muslim,"",0,0,0,,542101,378512003.405071,-0.35376243,,6,4,PF,2,2,0,0,1
204,Anjouanese,Comoros,2002,,Sunni Muslim,"",0,0,0,,553381,425964697.418664,-0.19188507,,5,4,PF,4,0,4,1,0
205,Lowland Indigenous Peoples,Ecuador,2002,0.02,Catholic,Traditional,0,0,0,5.05e+08,12956517,28548945000,0.49925336,4,3,3,PF,6,0,6,3,0
205,Lowland Indigenous Peoples,Ecuador,1980,0.02,Catholic,Traditional,0,0,0,2.09e+08,8028325,17881514682.8784,0.55610663,3,2,2,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1981,0.02,Catholic,Traditional,0,0,0,2.34e+08,8243364,21810767209.3695,0.57101446,3,,,"",9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1982,0.02,Catholic,Traditional,0,0,0,2.29e+08,8461840,19929853574.6095,0.56706066,4,2,2,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1983,0.02,Catholic,Traditional,0,0,0,2e+08,8683374,17152483214.3536,0.55282707,4,2,2,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1984,0.02,Catholic,Traditional,0,0,0,1.93e+08,8908372,16912515183.2783,0.53992902,4,2,2,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1985,0.02,Catholic,Traditional,0,0,0,2.84e+08,9137586,17149094589.9827,0.65103393,4,2,3,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1986,0.02,Catholic,Traditional,0,0,0,2.07e+08,9371037,15314143988.0621,0.688186379,4,2,3,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1987,0.02,Catholic,Traditional,0,0,0,2.07e+08,9609155,13945431882.2271,0.64749455,4,2,3,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1988,0.02,Catholic,Traditional,0,0,0,1.98e+08,9849596,13051886552.3377,0.78984245,4,2,2,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1989,0.02,Catholic,Traditional,0,0,0,1.89e+08,10089979,13890828707.6493,0.74658237,3,2,2,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1990,0.02,Catholic,Traditional,0,0,0,2.02e+08,10330392,15239278100.3502,0.7650802,3,2,2,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1991,0.02,Catholic,Traditional,0,0,0,2.09e+08,10569283,16988535267.6338,0.72857718,4,2,3,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1992,0.02,Catholic,Traditional,0,0,0,2.11e+08,10803275,18094238119.0595,0.723956097,4,2,3,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1993,0.02,Catholic,Traditional,0,0,0,2.76e+08,11025169,18938717358.6793,0.72542587,5,2,3,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1994,0.02,Catholic,Traditional,0,0,0,2.91e+08,11240489,22708673336.6683,0.725833147,5,2,3,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1995,0.02,Catholic,Traditional,0,1,0,4.75e+08,11454815,24432884442.2211,0.767873592,3,2,3,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1996,0.02,Catholic,Traditional,0,0,0,4.19e+08,11668550,25226393196.5983,0.727391934,3,2,4,PF,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1997,0.02,Catholic,Traditional,0,0,0,4.99e+08,11881893,28162053026.5133,0.5784162,4,3,3,PF,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1998,0.02,Catholic,Traditional,0,0,0,5.49e+08,12093784,27981896948.4742,0.721386786,4,2,3,F,9,0,9,3,0
205,Lowland Indigenous Peoples,Ecuador,1999,0.02,Catholic,Traditional,0,0,0,2.96e+08,12305603,19645272636.3182,0.70637625,4,2,3,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,2000,0.02,Catholic,Traditional,0,0,0,2.66e+08,12518489,18327764882.4412,0.23967,4,3,3,PF,6,0,6,0,0
205,Lowland Indigenous Peoples,Ecuador,2001,0.02,Catholic,Traditional,0,0,0,3.84e+08,12734525,24468324000,0.37923982,4,3,3,PF,6,0,6,0,0
205,Lowland Indigenous Peoples,Ecuador,2003,0.02,Catholic,Traditional,0,0,0,7.39e+08,13184700,32432858000,0.586500452,4,3,3,PF,6,0,6,0,0
205,Lowland Indigenous Peoples,Ecuador,2004,0.02,Catholic,Traditional,0,0,0,7.1e+08,13417669,36591661000,0.355825054,3,3,3,PF,6,0,6,0,0
205,Lowland Indigenous Peoples,Ecuador,2005,0.02,Catholic,Traditional,0,0,0,9.54e+08,13651516,41507085000,0.298622301,3,3,3,PF,6,0,6,0,0
205,Lowland Indigenous Peoples,Ecuador,2006,0.02,Catholic,Traditional,0,0,0,9.5e+08,13888507,46802044000,0.354255428,3,3,3,PF,7,0,7,3,0
205,Lowland Indigenous Peoples,Ecuador,2007,0.02,Catholic,Traditional,0,0,0,1.31e+09,14129616,51007777000,0.313226106,4,3,3,PF,5,0,5,1,1
205,Lowland Indigenous Peoples,Ecuador,2008,0.02,Catholic,Traditional,0,0,0,1.646e+09,14374055,61762635000,0.45838838,4,3,3,PF,5,0,5,0,1
205,Lowland Indigenous Peoples,Ecuador,2009,0.02,Catholic,Traditional,0,0,0,1.949e+09,14619539,62519686000,,4,3,3,PF,5,0,5,2,0
205,Lowland Indigenous Peoples,Ecuador,2010,0.02,Catholic,Traditional,0,0,0,2.094e+09,14865993,69555367000,,4,3,3,PF,5,0,5,0,0
205,Lowland Indigenous Peoples,Ecuador,2011,0.02,Catholic,Traditional,0,0,0,2453700000,15113178,79276664000,,4,3,3,PF,5,0,5,0,1
205,Lowland Indigenous Peoples,Ecuador,2012,0.02,Catholic,Traditional,0,0,0,2589776000,15362278,87924544000,,4,3,3,PF,5,0,5,0,0
205,Lowland Indigenous Peoples,Ecuador,2013,0.02,Catholic,Traditional,0,0,0,2735825000,15605488,95129659000,,4,3,3,PF,6,1,5,2,0
205,Lowland Indigenous Peoples,Ecuador,2014,0.02,Catholic,Traditional,0,0,0,2786519000,15840491,101726331000,,2,3,3,PF,6,1,5,0,0
205,Lowland Indigenous Peoples,Ecuador,2015,0.02,Catholic,Traditional,0,0,0,2597510000,16075497,99290381000,,2,3,3,PF,6,1,5,0,0
205,Lowland Indigenous Peoples,Ecuador,2016,0.02,Catholic,Traditional,0,0,0,2513200000,16316307,99937696000,,2,3,4,PF,6,1,5,0,0
205,Lowland Indigenous Peoples,Ecuador,2017,0.02,Catholic,Traditional,0,0,0,2462700000,16562863,104295862000,,2,3,3,PF,6,1,5,3,1
205,Lowland Indigenous Peoples,Ecuador,2018,0.02,Catholic,Traditional,0,0,0,2549400000,16831025,107562008000,,2,3,3,PF,6,1,5,0,1
205,Lowland Indigenous Peoples,Ecuador,2019,0.02,Catholic,Traditional,0,0,0,2399900000,17200318,108108009000,,2,3,3,PF,,,,0,0
205,Lowland Indigenous Peoples,Ecuador,2020,0.02,Catholic,Traditional,0,0,0,2243500000,17487163,99291124000,,2,3,3,PF,,,,0,0
205,Lowland Indigenous Peoples,Ecuador,1973,0.02,Catholic,Traditional,0,0,0,49200000,6626063,3891755551.94138,-0.6997326,,7,4,PF,0,5,-5,0,0
205,Lowland Indigenous Peoples,Ecuador,1974,0.02,Catholic,Traditional,0,0,0,74800000,6814823,6599259420.99605,-0.71033861,,7,4,PF,0,5,-5,0,0
205,Lowland Indigenous Peoples,Ecuador,1975,0.02,Catholic,Traditional,0,0,0,1.02e+08,7007423,7731677256.80982,-0.70695474,1,7,4,PF,0,5,-5,0,0
205,Lowland Indigenous Peoples,Ecuador,1976,0.02,Catholic,Traditional,0,0,0,1.17e+08,7204149,9091924304.83477,-0.49629587,1,6,4,PF,0,5,-5,0,0
205,Lowland Indigenous Peoples,Ecuador,1977,0.02,Catholic,Traditional,0,0,0,2.05e+08,7404549,11026346589.5011,-0.49657349,1,6,4,PF,0,5,-5,0,0
205,Lowland Indigenous Peoples,Ecuador,1978,0.02,Catholic,Traditional,0,0,0,1.64e+08,7608781,11922502170.6405,-0.4592047,1,5,4,PF,0,5,-5,0,0
205,Lowland Indigenous Peoples,Ecuador,1979,0.02,Catholic,Traditional,0,0,0,1.86e+08,7816655,14175166007.5774,0.51175151,1,2,2,F,9,0,9,0,0
205,Lowland Indigenous Peoples,Ecuador,1964,0.02,Catholic,Traditional,0,0,0,20600000,5107483,2244146867.90615,-0.69719239,,,,"",0,6,-6,0,0
205,Lowland Indigenous Peoples,Ecuador,1965,0.02,Catholic,Traditional,0,0,0,23800000,5259084,2387048255.45173,-0.62737789,,,,"",0,6,-6,0,0
205,Lowland Indigenous Peoples,Ecuador,1966,0.02,Catholic,Traditional,0,0,0,22900000,5415619,2429309513.80854,-0.436773968,,,,"",,,,0,0
205,Lowland Indigenous Peoples,Ecuador,1967,0.02,Catholic,Traditional,0,0,0,25300000,5575903,2553596091.82258,-0.4408335,,,,"",,,,0,0
205,Lowland Indigenous Peoples,Ecuador,1968,0.02,Catholic,Traditional,0,0,0,29300000,5740989,2582180794.1855,0.03514797,,,,"",6,1,5,0,0
205,Lowland Indigenous Peoples,Ecuador,1969,0.02,Catholic,Traditional,0,0,0,39700000,5910336,3112166848.3004,0.0752189,,,,"",6,1,5,0,0
205,Lowland Indigenous Peoples,Ecuador,1970,0.02,Catholic,Traditional,0,0,0,30700000,6083738,2862504169.99893,-0.36712504,,,,"",4,4,0,0,0
205,Lowland Indigenous Peoples,Ecuador,1971,0.02,Catholic,Traditional,0,0,0,29700000,6260692,2754220263.02528,-0.5639951051,,,,"",4,4,0,0,0
205,Lowland Indigenous Peoples,Ecuador,1972,0.02,Catholic,Traditional,0,0,0,37300000,6441196,3185987234.84089,-0.70978064,,7,3,PF,0,5,-5,0,0
206,Eritreans,Ethiopia,1980,,Christian,Sunni Muslim,1,0,1,359323671.497585,34895411,,,1,7,7,NF,0,7,-7,0,0
206,Eritreans,Ethiopia,1981,,Christian,Sunni Muslim,1,1,1,366980676.328502,34995528,7324903188.4058,,1,,,"",0,7,-7,0,0
206,Eritreans,Ethiopia,1982,,Christian,Sunni Muslim,1,0,1,387367149.758454,36642161,7707678019.32367,,1,7,7,NF,0,7,-7,0,0
206,Eritreans,Ethiopia,1984,,Christian,Sunni Muslim,1,0,1,423019323.671498,38685748,8096302367.14976,,1,7,7,NF,0,8,-8,0,0
206,Eritreans,Ethiopia,1985,,Christian,Sunni Muslim,1,0,1,429444444.444445,39720032,9480840483.09179,,1,7,7,NF,0,8,-8,0,0
206,Eritreans,Ethiopia,1986,,Christian,Sunni Muslim,1,0,1,439202898.550725,40851897,9848600869.56522,,1,7,7,NF,0,8,-8,0,0
206,Eritreans,Ethiopia,1987,,Christian,Sunni Muslim,1,0,1,476618357.487923,42058721,10527338647.343,,1,6,7,NF,0,8,-8,0,0
206,Eritreans,Ethiopia,1976,,Christian,Sunni Muslim,1,1,1,128043478.26087,32630289,,,1,7,6,NF,0,7,-7,0,0
206,Eritreans,Ethiopia,1977,,Christian,Sunni Muslim,1,1,1,135048309.178744,33494143,,,1,7,7,NF,0,7,-7,0,0
206,Eritreans,Ethiopia,1978,,Christian,Sunni Muslim,1,0,1,178212560.386473,33895893,,,1,7,7,NF,0,7,-7,0,0
206,Eritreans,Ethiopia,1979,,Christian,Sunni Muslim,1,0,1,276328502.415459,34622236,,,1,7,7,NF,0,7,-7,0,0
206,Eritreans,Ethiopia,1983,,Christian,Sunni Muslim,1,0,1,408405797.101449,37784625,8567890821.25604,,1,7,7,NF,0,7,-7,0,0
206,Eritreans,Ethiopia,1988,,Christian,Sunni Muslim,1,0,1,614855072.463768,43645192,10908935748.7923,,1,6,7,NF,0,8,-8,0,0
206,Eritreans,Ethiopia,1989,,Christian,Sunni Muslim,1,0,1,781521739.130435,45377881,11476584879.2271,,1,7,7,NF,0,8,-8,0,0
206,Eritreans,Ethiopia,1961,,Christian,Sunni Muslim,0,0,0,18555265.3080939,22002704,,,,,,"",0,9,-9,0,0
206,Eritreans,Ethiopia,1962,,Christian,Sunni Muslim,0,0,0,20185391.6529481,22560645,,,,,,"",0,9,-9,0,0
206,Eritreans,Ethiopia,1963,,Christian,Sunni Muslim,0,0,0,27289522.5138561,23143670,,,,,,"",0,9,-9,0,0
206,Eritreans,Ethiopia,1964,,Christian,Sunni Muslim,1,1,1,36140000,23754287,,,,,,"",0,9,-9,0,0
206,Eritreans,Ethiopia,1965,,Christian,Sunni Muslim,1,0,1,42900000,24393105,,,,,,"",0,9,-9,0,0
206,Eritreans,Ethiopia,1966,,Christian,Sunni Muslim,1,0,1,43420000,25061907,,,,,,"",0,9,-9,0,0
206,Eritreans,Ethiopia,1967,,Christian,Sunni Muslim,1,0,1,3.7e+07,25693384,,,,,,"",0,9,-9,0,0
206,Eritreans,Ethiopia,1968,,Christian,Sunni Muslim,1,0,1,34660000,26409808,,,,,,"",0,9,-9,0,0
206,Eritreans,Ethiopia,1969,,Christian,Sunni Muslim,1,0,1,34420000,27147498,,,,,,"",0,9,-9,0,0
206,Eritreans,Ethiopia,1970,,Christian,Sunni Muslim,1,0,1,34540000,27913277,,,,,,"",0,9,-9,0,0
206,Eritreans,Ethiopia,1971,,Christian,Sunni Muslim,1,0,1,36134238.0929464,28703215,,,,,,"",0,9,-9,0,0
206,Eritreans,Ethiopia,1972,,Christian,Sunni Muslim,1,0,1,41043478.2608696,29495974,,,,5,6,NF,0,9,-9,0,0
206,Eritreans,Ethiopia,1973,,Christian,Sunni Muslim,1,0,1,48433591.4234664,30286682,,,,5,6,PF,0,9,-9,0,0
206,Eritreans,Ethiopia,1974,,Christian,Sunni Muslim,1,0,1,74758454.1062802,31101950,,,,6,5,NF,,,,0,0
206,Eritreans,Ethiopia,1975,,Christian,Sunni Muslim,1,1,1,125072463.768116,31875277,,,1,7,6,NF,0,7,-7,0,0
206,Eritreans,Ethiopia,1990,,Christian,Sunni Muslim,1,0,1,785048309.178744,47014026,12175166763.285,,1,7,7,NF,0,8,-8,0,0
206,Eritreans,Ethiopia,1991,,Christian,Sunni Muslim,1,1,1,529033816.425121,48742121,13463868357.4879,,1,6,5,PF,,,,0,0
206,Eritreans,Ethiopia,1992,,Christian,Sunni Muslim,1,0,1,255343443.354148,51132739,10492993077.6093,,1,6,4,PF,,,,0,0
206,Eritreans,Ethiopia,1993,,Christian,Sunni Muslim,1,1,1,163850000,52890369,8830712713.90781,-0.30221453,1,6,5,NF,,,,0,0
207,Bretons,France,1974,,Catholic,"",0,0,0,8361637313.22792,52001698,285552373158.756,1.09996124,,1,2,F,9,0,9,0,0
207,Bretons,France,1975,,Catholic,"",0,0,0,10945218801.8177,52325406,360832186018.051,1.09631958,7,1,2,F,9,0,9,0,0
207,Bretons,France,1976,,Catholic,"",0,0,0,11175248198.0247,52574654,372319038514.067,1.22733828,7,1,1,F,9,0,9,0,0
207,Bretons,France,1977,,Catholic,"",0,0,0,12634633832.545,52795877,410279486493.715,1.09619052,6,1,2,F,9,0,9,0,0
207,Bretons,France,1978,,Catholic,"",0,0,0,15852894822.5915,53055007,506707848837.209,1.19103436,6,1,2,F,9,0,9,0,0
207,Bretons,France,1979,,Catholic,"",0,0,0,19040482589.1051,53295611,613953129818.07,1.06613606,5,1,2,F,9,0,9,0,0
207,Bretons,France,1980,,Catholic,"",0,0,0,22198183002.4185,53561952,701288419745.421,1.0916567,5,1,2,F,9,0,9,0,0
207,Bretons,France,1981,,Catholic,"",0,0,0,20047753849.35,53865708,615552202776.101,0.98160398,5,,,"",9,0,9,0,0
207,Bretons,France,1982,,Catholic,"",0,0,0,18918492343.8024,54167790,584877732308.614,0.97553993,4,1,2,F,9,0,9,0,0
207,Bretons,France,1983,,Catholic,"",0,0,0,18188520274.9614,54471502,559869179791.72,0.98264544,4,1,2,F,9,0,9,0,0
207,Bretons,France,1984,,Catholic,"",0,0,0,16977866454.841,54713256,530683779929.445,0.98026272,4,1,2,F,9,0,9,0,0
207,Bretons,France,1985,,Catholic,"",0,0,0,17455151457.8314,54978703,553138414367.061,1.033532896,4,1,2,F,9,0,9,0,0
207,Bretons,France,1986,,Catholic,"",0,0,0,23901440137.0803,55237509,771470783218.108,1.171599866,4,1,2,F,10,0,10,0,0
207,Bretons,France,1987,,Catholic,"",0,0,0,29280470206.4717,55505768,934173305685.911,1.17107265,16,1,2,F,10,0,10,0,0
207,Bretons,France,1988,,Catholic,"",0,0,0,30327270741.0937,55777315,1018847043277.17,1.17334384,16,1,2,F,10,0,10,0,0
207,Bretons,France,1989,,Catholic,"",0,0,0,29665454335.4031,56045642,1025211803413.53,1.06180024,9,1,2,F,10,0,10,0,0
207,Bretons,France,1990,,Catholic,"",0,0,0,35774430324.9841,56294255,1269179616913.63,1.063434138,9,1,2,F,10,0,10,0,0
207,Bretons,France,1991,,Catholic,"",0,0,0,35869120915.2144,56531539,1269276828275.78,1.06662594,9,1,2,F,10,0,10,0,0
207,Bretons,France,1992,,Catholic,"",0,0,0,37902269820.7805,56758892,1401465923172.24,1.178137419,9,1,2,F,10,0,10,0,0
207,Bretons,France,1993,,Catholic,"",0,0,0,35775273292.8873,56969204,1322815612694,1.06626013,10,1,2,F,10,0,10,0,0
207,Bretons,France,1994,,Catholic,"",0,0,0,37288606059.734,57138259,1393982750472.59,1.062723397,5,1,2,F,10,0,10,0,0
207,Bretons,France,1995,,Catholic,"",0,0,0,40124024138.3696,57321870,1601094756209.75,1.064346633,5,1,2,F,10,0,10,0,0
207,Bretons,France,1996,,Catholic,"",0,0,0,38977734095.7754,57518838,1605675086549.56,1.064207229,5,1,2,F,10,0,10,0,0
